id_pedido,fecha_hora,zona_destino,distancia_km,valor_pedido,clima,dia_semana,prioridad
1183,2024-03-13 00:08:31,Almagro,0.3,16200,normal,miercoles,normal
1184,2024-03-13 00:11:12,Villa Crespo,0.3,13500,normal,miercoles,normal
1185,2024-03-13 00:16:05,Once,1.58,12700,normal,miercoles,normal
1186,2024-03-13 00:22:35,Once,0.97,15700,normal,miercoles,normal
1187,2024-03-13 00:49:16,Paternal,1.14,17300,normal,miercoles,normal
1188,2024-03-13 00:55:08,Parque Centenario,1.08,19500,normal,miercoles,normal
1189,2024-03-13 00:59:00,Villa Crespo,0.47,7000,normal,miercoles,normal
1190,2024-03-13 01:05:17,Parque Centenario,1.32,7000,normal,miercoles,normal
1191,2024-03-13 01:09:44,Villa Ortuzar,1.19,19700,normal,miercoles,normal
1192,2024-03-13 01:17:04,Caballito,2.25,9900,normal,miercoles,normal
1193,2024-03-13 01:48:16,Villa Crespo,0.31,7000,normal,miercoles,normal
1194,2024-03-13 03:44:07,Almagro,0.76,14400,normal,miercoles,normal
1195,2024-03-13 05:27:02,Villa Ortuzar,1.36,15100,normal,miercoles,normal
1196,2024-03-13 09:02:29,Almagro,1.05,15200,normal,miercoles,normal
1197,2024-03-13 09:15:14,Paternal,1.2,9600,normal,miercoles,normal
1198,2024-03-13 09:21:58,Almagro,0.71,19400,normal,miercoles,express
1199,2024-03-13 09:43:30,Once,1.48,12300,normal,miercoles,normal
1200,2024-03-13 09:44:29,Villa Crespo,0.43,19900,normal,miercoles,express
1201,2024-03-13 09:47:09,Colegiales,2.49,7000,normal,miercoles,normal
1202,2024-03-13 11:13:26,Once,1.0,17300,normal,miercoles,normal
1203,2024-03-13 11:32:30,Palermo,3.0,15600,normal,miercoles,normal
1204,2024-03-13 11:35:11,Colegiales,1.73,15200,normal,miercoles,normal
1205,2024-03-13 11:42:09,Chacarita,1.2,15400,normal,miercoles,normal
1206,2024-03-13 11:49:52,Villa Crespo,0.42,10600,normal,miercoles,normal
1207,2024-03-13 12:04:57,Parque Centenario,1.75,8900,normal,miercoles,express
1208,2024-03-13 12:09:35,Almagro,0.31,8100,normal,miercoles,normal
1209,2024-03-13 12:23:59,Chacarita,0.82,12800,normal,miercoles,normal
1210,2024-03-13 12:25:55,Chacarita,1.37,17000,normal,miercoles,express
1211,2024-03-13 12:32:05,Chacarita,0.94,19700,normal,miercoles,normal
1212,2024-03-13 12:36:09,Colegiales,2.09,16700,normal,miercoles,express
1213,2024-03-13 12:38:36,Villa Crespo,0.92,14900,normal,miercoles,normal
1214,2024-03-13 12:42:38,Almagro,0.47,10600,normal,miercoles,express
1215,2024-03-13 12:47:42,Parque Centenario,1.76,14800,normal,miercoles,normal
1216,2024-03-13 12:49:23,Villa Crespo,0.3,8100,normal,miercoles,normal
1217,2024-03-13 12:53:26,Caballito,2.16,13500,normal,miercoles,normal
1218,2024-03-13 12:53:50,Palermo,2.21,15700,normal,miercoles,normal
1219,2024-03-13 13:03:42,Parque Centenario,1.93,10500,normal,miercoles,express
1220,2024-03-13 13:17:46,Villa Crespo,0.71,23000,normal,miercoles,normal
1221,2024-03-13 13:20:51,Palermo,1.98,7000,normal,miercoles,normal
1222,2024-03-13 13:46:00,Chacarita,1.49,12900,normal,miercoles,normal
1223,2024-03-13 13:58:08,Villa Crespo,0.34,20200,normal,miercoles,normal
1224,2024-03-13 13:58:44,Almagro,0.82,21600,normal,miercoles,normal
1225,2024-03-13 14:02:16,Parque Centenario,1.35,7000,normal,miercoles,normal
1226,2024-03-13 14:16:05,Palermo,2.27,18400,normal,miercoles,normal
1227,2024-03-13 15:03:33,Almagro,0.42,14700,normal,miercoles,normal
1228,2024-03-13 15:07:28,Once,1.04,13800,normal,miercoles,normal
1229,2024-03-13 16:30:38,Colegiales,2.07,8200,normal,miercoles,normal
1230,2024-03-13 16:32:39,Caballito,2.14,11100,normal,miercoles,normal
1231,2024-03-13 16:32:50,Colegiales,1.71,25500,normal,miercoles,normal
1232,2024-03-13 17:03:23,Paternal,1.44,9500,normal,miercoles,normal
1233,2024-03-13 17:07:49,Chacarita,1.2,16600,normal,miercoles,normal
1234,2024-03-13 17:21:11,Villa Crespo,0.49,10700,normal,miercoles,normal
1235,2024-03-13 18:37:18,Almagro,0.48,14700,normal,miercoles,normal
1236,2024-03-13 19:14:56,Colegiales,2.46,21000,normal,miercoles,express
1237,2024-03-13 19:54:30,Almagro,0.4,7000,normal,miercoles,normal
1238,2024-03-13 20:24:29,Once,1.47,12700,normal,miercoles,normal
1239,2024-03-13 20:27:37,Villa Crespo,0.52,11200,normal,miercoles,normal
1240,2024-03-13 20:43:31,Villa Crespo,0.58,21100,normal,miercoles,normal
1241,2024-03-13 20:54:57,Villa Crespo,0.49,18700,normal,miercoles,normal
1242,2024-03-13 21:02:54,Once,1.79,10300,normal,miercoles,express
1243,2024-03-13 21:05:09,Caballito,2.01,20400,normal,miercoles,normal
1244,2024-03-13 21:10:05,Almagro,0.67,16900,normal,miercoles,normal
1245,2024-03-13 21:15:49,Chacarita,1.55,12400,normal,miercoles,normal
1246,2024-03-13 21:19:53,Villa Crespo,0.93,18100,normal,miercoles,normal
1247,2024-03-13 21:32:18,Villa Crespo,0.57,13000,normal,miercoles,normal
1248,2024-03-13 22:13:44,Almagro,0.94,21100,normal,miercoles,normal
1249,2024-03-13 22:16:01,Villa Crespo,0.36,17300,normal,miercoles,normal
1250,2024-03-13 22:18:13,Once,1.65,17100,normal,miercoles,normal
1251,2024-03-13 22:23:49,Villa Crespo,0.37,22200,normal,miercoles,normal
1252,2024-03-13 22:44:28,Palermo,2.43,13100,normal,miercoles,normal
1253,2024-03-13 22:50:19,Chacarita,0.96,7000,normal,miercoles,normal
1254,2024-03-13 22:50:44,Almagro,0.66,16200,normal,miercoles,normal
1255,2024-03-14 00:04:20,Colegiales,2.07,16200,normal,jueves,normal
1256,2024-03-14 00:05:05,Chacarita,1.17,21400,normal,jueves,normal
1257,2024-03-14 00:14:16,Colegiales,1.82,9100,normal,jueves,express
1258,2024-03-14 00:23:25,Once,1.41,17700,normal,jueves,normal
1259,2024-03-14 00:57:24,Colegiales,1.79,9500,normal,jueves,normal
1260,2024-03-14 01:00:11,Chacarita,1.57,10600,normal,jueves,normal
1261,2024-03-14 01:23:26,Paternal,1.51,15300,normal,jueves,express
1262,2024-03-14 01:46:48,Paternal,1.88,9400,normal,jueves,normal
1263,2024-03-14 01:48:08,Caballito,2.06,10400,normal,jueves,normal
1264,2024-03-14 09:31:20,Caballito,2.17,8700,normal,jueves,normal
1265,2024-03-14 09:41:28,Almagro,0.98,23300,normal,jueves,normal
1266,2024-03-14 09:58:37,Almagro,0.39,7000,normal,jueves,normal
1267,2024-03-14 10:56:51,Almagro,0.52,11200,normal,jueves,normal
1268,2024-03-14 11:34:38,Colegiales,1.74,18000,normal,jueves,normal
1269,2024-03-14 11:37:22,Chacarita,1.92,7000,normal,jueves,express
1270,2024-03-14 11:57:41,Once,1.2,20000,normal,jueves,normal
1271,2024-03-14 12:03:27,Caballito,2.06,13000,normal,jueves,normal
1272,2024-03-14 12:08:53,Chacarita,1.01,11900,normal,jueves,normal
1273,2024-03-14 12:28:23,Parque Centenario,1.55,12400,normal,jueves,normal
1274,2024-03-14 12:28:37,Palermo,1.97,10900,normal,jueves,express
1275,2024-03-14 12:48:57,Chacarita,1.33,11600,normal,jueves,normal
1276,2024-03-14 13:27:11,Once,1.6,9400,normal,jueves,express
1277,2024-03-14 13:43:27,Parque Centenario,1.67,11300,normal,jueves,normal
1278,2024-03-14 13:47:19,Paternal,1.82,17600,normal,jueves,normal
1279,2024-03-14 13:48:58,Colegiales,1.95,23600,normal,jueves,normal
1280,2024-03-14 14:04:32,Almagro,0.94,10800,normal,jueves,normal
1281,2024-03-14 14:13:17,Colegiales,2.02,13400,normal,jueves,normal
1282,2024-03-14 15:42:53,Chacarita,1.33,11900,normal,jueves,normal
1283,2024-03-14 15:57:20,Colegiales,1.98,13600,normal,jueves,normal
1284,2024-03-14 16:20:28,Colegiales,1.44,17000,normal,jueves,normal
1285,2024-03-14 17:25:24,Palermo,2.41,20500,normal,jueves,normal
1286,2024-03-14 17:27:42,Villa Crespo,0.5,19600,normal,jueves,normal
1287,2024-03-14 18:56:36,Chacarita,1.22,18900,normal,jueves,normal
1288,2024-03-14 19:03:19,Chacarita,1.0,17200,normal,jueves,normal
1289,2024-03-14 19:07:57,Villa Crespo,0.73,10500,normal,jueves,normal
1290,2024-03-14 19:08:26,Almagro,0.49,20600,normal,jueves,express
1291,2024-03-14 19:16:45,Villa Ortuzar,1.55,13900,normal,jueves,normal
1292,2024-03-14 19:21:35,Caballito,2.43,19200,normal,jueves,express
1293,2024-03-14 19:21:57,Chacarita,1.06,15500,normal,jueves,normal
1294,2024-03-14 19:28:14,Once,1.5,16400,normal,jueves,normal
1295,2024-03-14 19:32:56,Caballito,2.42,15600,normal,jueves,normal
1296,2024-03-14 19:33:46,Parque Centenario,2.12,23700,normal,jueves,normal
1297,2024-03-14 19:37:16,Colegiales,1.82,15900,normal,jueves,normal
1298,2024-03-14 19:40:31,Chacarita,1.19,7000,normal,jueves,normal
1299,2024-03-14 19:42:06,Once,1.04,14000,normal,jueves,normal
1300,2024-03-14 19:42:18,Villa Crespo,0.3,10000,normal,jueves,normal
1301,2024-03-14 20:00:22,Palermo,2.01,24500,normal,jueves,express
1302,2024-03-14 20:02:31,Palermo,1.61,11000,normal,jueves,normal
1303,2024-03-14 20:02:52,Parque Centenario,1.86,19500,normal,jueves,normal
1304,2024-03-14 20:05:57,Almagro,0.61,9300,normal,jueves,normal
1305,2024-03-14 20:14:55,Caballito,2.13,18300,normal,jueves,normal
1306,2024-03-14 20:19:07,Once,1.51,14100,normal,jueves,normal
1307,2024-03-14 20:29:14,Parque Centenario,1.46,23500,normal,jueves,normal
1308,2024-03-14 20:30:38,Chacarita,1.19,15100,normal,jueves,normal
1309,2024-03-14 20:31:25,Villa Crespo,0.47,18400,normal,jueves,normal
1310,2024-03-14 20:31:43,Once,1.69,11300,normal,jueves,normal
1311,2024-03-14 20:36:58,Parque Centenario,1.36,16200,normal,jueves,normal
1312,2024-03-14 20:37:22,Chacarita,1.35,17000,normal,jueves,normal
1313,2024-03-14 20:45:44,Colegiales,1.36,16500,normal,jueves,normal
1314,2024-03-14 20:47:03,Caballito,2.41,11200,normal,jueves,normal
1315,2024-03-14 20:58:29,Villa Crespo,0.3,20300,normal,jueves,normal
1316,2024-03-14 20:59:23,Chacarita,1.47,7000,normal,jueves,normal
1317,2024-03-14 21:02:07,Villa Crespo,0.6,11700,normal,jueves,normal
1318,2024-03-14 21:07:22,Palermo,2.68,9600,normal,jueves,normal
1319,2024-03-14 21:25:02,Chacarita,1.03,16400,normal,jueves,normal
1320,2024-03-14 21:33:51,Villa Crespo,0.42,7000,normal,jueves,express
1321,2024-03-14 21:34:36,Colegiales,1.85,27000,normal,jueves,normal
1322,2024-03-14 21:44:53,Colegiales,2.72,18400,normal,jueves,normal
1323,2024-03-14 21:47:17,Villa Crespo,0.89,10100,normal,jueves,normal
1324,2024-03-14 22:00:13,Villa Crespo,0.52,15600,normal,jueves,normal
1325,2024-03-14 22:15:37,Paternal,1.42,14500,normal,jueves,normal
1326,2024-03-14 22:17:27,Caballito,1.73,11600,normal,jueves,normal
1327,2024-03-14 22:18:59,Colegiales,1.99,14000,normal,jueves,normal
1328,2024-03-14 22:24:21,Once,1.05,8400,normal,jueves,normal
1329,2024-03-14 22:37:35,Palermo,2.12,8000,normal,jueves,normal
1330,2024-03-14 22:42:23,Almagro,0.99,12900,normal,jueves,normal
1331,2024-03-14 22:45:01,Once,1.53,15100,normal,jueves,normal
1332,2024-03-14 22:55:36,Villa Crespo,0.54,10700,normal,jueves,normal
1333,2024-03-14 23:17:59,Villa Ortuzar,0.54,8300,normal,jueves,normal
1334,2024-03-14 23:22:39,Villa Crespo,0.37,17400,normal,jueves,normal
1335,2024-03-14 23:38:54,Chacarita,0.5,15100,normal,jueves,express
1336,2024-03-15 00:17:56,Villa Crespo,0.45,20500,normal,viernes,normal
1337,2024-03-15 00:32:22,Villa Crespo,0.3,17600,normal,viernes,normal
1338,2024-03-15 00:50:21,Palermo,2.36,14200,normal,viernes,normal
1339,2024-03-15 00:53:33,Almagro,0.52,14800,normal,viernes,normal
1340,2024-03-15 01:13:46,Chacarita,1.32,13700,normal,viernes,express
1341,2024-03-15 01:14:10,Chacarita,0.81,14800,normal,viernes,normal
1342,2024-03-15 01:16:00,Almagro,0.3,10500,normal,viernes,normal
1343,2024-03-15 01:22:27,Palermo,2.4,25200,normal,viernes,normal
1344,2024-03-15 01:32:28,Palermo,1.8,13200,normal,viernes,normal
1345,2024-03-15 01:39:47,Colegiales,1.97,18200,normal,viernes,normal
1346,2024-03-15 01:44:48,Almagro,0.91,15900,normal,viernes,express
1347,2024-03-15 01:49:06,Palermo,2.31,7000,normal,viernes,express
1348,2024-03-15 01:53:45,Chacarita,1.28,26400,normal,viernes,normal
1349,2024-03-15 03:58:07,Parque Centenario,1.51,17100,normal,viernes,normal
1350,2024-03-15 05:34:28,Palermo,1.95,17800,normal,viernes,normal
1351,2024-03-15 09:14:34,Almagro,0.91,10600,normal,viernes,normal
1352,2024-03-15 09:20:17,Colegiales,2.11,18700,normal,viernes,normal
1353,2024-03-15 10:44:24,Villa Crespo,0.79,16200,normal,viernes,normal
1354,2024-03-15 11:16:07,Colegiales,1.02,9200,normal,viernes,normal
1355,2024-03-15 11:17:11,Once,1.53,24300,normal,viernes,normal
1356,2024-03-15 11:32:12,Almagro,0.91,7000,normal,viernes,normal
1357,2024-03-15 11:38:38,Almagro,0.55,16900,normal,viernes,normal
1358,2024-03-15 11:41:18,Once,1.19,12600,normal,viernes,normal
1359,2024-03-15 12:01:29,Caballito,2.41,20600,normal,viernes,normal
1360,2024-03-15 12:03:13,Almagro,0.9,18500,normal,viernes,normal
1361,2024-03-15 12:16:40,Villa Crespo,0.68,7000,normal,viernes,normal
1362,2024-03-15 12:22:57,Villa Crespo,0.3,14000,normal,viernes,normal
1363,2024-03-15 12:24:14,Chacarita,1.07,15700,normal,viernes,normal
1364,2024-03-15 12:26:14,Parque Centenario,1.57,21200,normal,viernes,normal
1365,2024-03-15 12:27:25,Colegiales,1.69,17300,normal,viernes,normal
1366,2024-03-15 12:35:32,Parque Centenario,1.22,11400,normal,viernes,normal
1367,2024-03-15 12:37:21,Caballito,2.03,18300,normal,viernes,normal
1368,2024-03-15 12:53:04,Villa Crespo,0.85,18900,normal,viernes,normal
1369,2024-03-15 12:53:59,Palermo,2.18,7000,normal,viernes,normal
1370,2024-03-15 12:57:50,Chacarita,0.79,12300,normal,viernes,normal
1371,2024-03-15 13:01:43,Caballito,1.34,17400,normal,viernes,normal
1372,2024-03-15 13:06:55,Once,1.36,19200,normal,viernes,normal
1373,2024-03-15 13:11:08,Colegiales,1.46,11500,normal,viernes,normal
1374,2024-03-15 13:11:26,Parque Centenario,1.58,20200,normal,viernes,normal
1375,2024-03-15 13:11:42,Chacarita,1.56,18500,normal,viernes,normal
1376,2024-03-15 13:21:05,Chacarita,1.02,7000,normal,viernes,normal
1377,2024-03-15 13:22:36,Parque Centenario,2.05,7700,normal,viernes,normal
1378,2024-03-15 13:24:02,Almagro,0.44,19300,normal,viernes,normal
1379,2024-03-15 13:24:38,Villa Crespo,0.47,9900,normal,viernes,normal
1380,2024-03-15 13:30:38,Palermo,2.3,19100,normal,viernes,normal
1381,2024-03-15 13:31:30,Villa Crespo,0.74,14400,normal,viernes,normal
1382,2024-03-15 13:35:43,Palermo,1.84,21100,normal,viernes,express
1383,2024-03-15 13:43:15,Palermo,1.92,16100,normal,viernes,express
1384,2024-03-15 13:58:53,Paternal,1.47,9700,normal,viernes,normal
1385,2024-03-15 14:14:29,Palermo,2.33,14900,normal,viernes,normal
1386,2024-03-15 14:17:39,Villa Crespo,0.75,25100,normal,viernes,normal
1387,2024-03-15 14:18:25,Colegiales,2.35,10900,normal,viernes,normal
1388,2024-03-15 14:49:31,Once,1.46,17000,normal,viernes,normal
1389,2024-03-15 14:54:22,Chacarita,0.85,22500,normal,viernes,normal
1390,2024-03-15 15:27:07,Chacarita,1.18,19900,normal,viernes,normal
1391,2024-03-15 16:18:52,Colegiales,1.88,17600,normal,viernes,normal
1392,2024-03-15 16:20:48,Almagro,0.86,14400,normal,viernes,normal
1393,2024-03-15 17:16:56,Villa Ortuzar,1.77,13900,normal,viernes,normal
1394,2024-03-15 17:32:49,Parque Centenario,1.42,15300,normal,viernes,express
1395,2024-03-15 17:58:45,Caballito,1.96,22500,normal,viernes,normal
1396,2024-03-15 18:16:42,Villa Crespo,0.64,23700,normal,viernes,normal
1397,2024-03-15 19:00:04,Caballito,1.74,10400,normal,viernes,normal
1398,2024-03-15 19:03:17,Villa Crespo,0.46,21100,normal,viernes,normal
1399,2024-03-15 19:09:53,Chacarita,1.32,23500,normal,viernes,normal
1400,2024-03-15 19:30:56,Palermo,2.46,24800,normal,viernes,normal
1401,2024-03-15 19:34:09,Chacarita,0.88,19300,normal,viernes,normal
1402,2024-03-15 19:41:35,Parque Centenario,1.36,20300,normal,viernes,normal
1403,2024-03-15 19:47:54,Villa Crespo,0.3,20200,normal,viernes,normal
1404,2024-03-15 19:58:23,Caballito,2.62,7400,normal,viernes,normal
1405,2024-03-15 20:07:00,Villa Crespo,1.07,18100,normal,viernes,normal
1406,2024-03-15 20:09:29,Almagro,0.96,14500,normal,viernes,normal
1407,2024-03-15 20:14:51,Colegiales,1.41,8700,normal,viernes,normal
1408,2024-03-15 20:26:07,Palermo,2.07,20700,normal,viernes,normal
1409,2024-03-15 20:28:32,Palermo,1.73,20000,normal,viernes,normal
1410,2024-03-15 20:29:22,Colegiales,1.49,14700,normal,viernes,normal
1411,2024-03-15 20:43:31,Once,1.79,15000,normal,viernes,normal
1412,2024-03-15 20:47:18,Villa Crespo,0.88,17800,normal,viernes,normal
1413,2024-03-15 20:48:16,Chacarita,0.97,14400,normal,viernes,normal
1414,2024-03-15 20:52:00,Colegiales,1.25,13600,normal,viernes,normal
1415,2024-03-15 21:05:05,Palermo,2.15,9400,normal,viernes,normal
1416,2024-03-15 21:07:05,Villa Ortuzar,1.9,19200,normal,viernes,normal
1417,2024-03-15 21:07:18,Palermo,2.25,22200,normal,viernes,normal
1418,2024-03-15 21:07:20,Palermo,2.27,20100,normal,viernes,normal
1419,2024-03-15 21:07:55,Once,1.29,16600,normal,viernes,normal
1420,2024-03-15 21:08:35,Villa Crespo,0.38,21700,normal,viernes,normal
1421,2024-03-15 21:10:11,Colegiales,1.86,22900,normal,viernes,normal
1422,2024-03-15 21:25:21,Villa Crespo,0.3,11600,normal,viernes,normal
1423,2024-03-15 21:30:27,Once,1.61,29400,normal,viernes,normal
1424,2024-03-15 21:32:10,Villa Crespo,0.34,17500,normal,viernes,normal
1425,2024-03-15 21:50:15,Chacarita,0.66,17400,normal,viernes,normal
1426,2024-03-15 21:57:17,Almagro,0.3,8200,normal,viernes,express
1427,2024-03-15 22:04:06,Palermo,1.74,7000,normal,viernes,normal
1428,2024-03-15 22:04:18,Almagro,0.61,11900,normal,viernes,express
1429,2024-03-15 22:05:01,Almagro,0.3,17100,normal,viernes,normal
1430,2024-03-15 22:05:40,Colegiales,1.75,24100,normal,viernes,normal
1431,2024-03-15 22:07:03,Palermo,1.7,19300,normal,viernes,normal
1432,2024-03-15 22:08:58,Caballito,1.86,21800,normal,viernes,normal
1433,2024-03-15 22:23:28,Colegiales,1.52,19200,normal,viernes,normal
1434,2024-03-15 22:32:03,Villa Ortuzar,1.31,27400,normal,viernes,normal
1435,2024-03-15 22:43:28,Villa Crespo,0.67,12900,normal,viernes,normal
1436,2024-03-15 22:46:48,Almagro,0.72,12800,normal,viernes,normal
1437,2024-03-15 22:47:23,Villa Crespo,0.61,24200,normal,viernes,express
1438,2024-03-15 22:52:50,Palermo,2.13,16600,normal,viernes,normal
1439,2024-03-15 23:02:57,Once,1.66,14100,normal,viernes,normal
1440,2024-03-15 23:09:56,Chacarita,0.98,11700,normal,viernes,express
1441,2024-03-15 23:15:39,Chacarita,1.36,23200,normal,viernes,normal
1442,2024-03-15 23:17:40,Parque Centenario,1.46,7100,normal,viernes,normal
1443,2024-03-15 23:19:15,Palermo,2.11,11800,normal,viernes,express
1444,2024-03-15 23:25:05,Almagro,0.93,16400,normal,viernes,normal
1445,2024-03-15 23:35:06,Paternal,1.37,13500,normal,viernes,normal
1446,2024-03-15 23:44:10,Almagro,1.0,14000,normal,viernes,normal
1447,2024-03-16 00:03:30,Villa Crespo,0.87,7600,normal,sabado,normal
1448,2024-03-16 00:54:57,Almagro,0.79,12800,normal,sabado,normal
1449,2024-03-16 01:11:13,Parque Centenario,1.45,12000,normal,sabado,normal
1450,2024-03-16 01:17:28,Caballito,2.06,11900,normal,sabado,normal
1451,2024-03-16 01:17:36,Villa Crespo,0.52,12400,normal,sabado,express
1452,2024-03-16 01:19:45,Chacarita,0.64,19300,normal,sabado,normal
1453,2024-03-16 01:52:18,Palermo,1.89,15600,normal,sabado,normal
1454,2024-03-16 01:54:32,Almagro,0.91,7000,normal,sabado,express
1455,2024-03-16 06:19:31,Chacarita,2.01,21900,normal,sabado,normal
1456,2024-03-16 09:08:21,Almagro,0.33,24000,normal,sabado,express
1457,2024-03-16 09:09:26,Colegiales,1.88,12600,normal,sabado,normal
1458,2024-03-16 10:01:09,Caballito,2.53,30100,normal,sabado,normal
1459,2024-03-16 10:04:19,Villa Crespo,0.64,13100,normal,sabado,normal
1460,2024-03-16 10:37:21,Caballito,2.2,8400,normal,sabado,normal
1461,2024-03-16 10:42:52,Almagro,0.3,20300,normal,sabado,normal
1462,2024-03-16 10:57:45,Caballito,1.8,12400,normal,sabado,normal
1463,2024-03-16 11:31:27,Parque Centenario,2.08,24400,normal,sabado,normal
1464,2024-03-16 11:32:45,Colegiales,1.92,22900,normal,sabado,normal
1465,2024-03-16 11:46:32,Palermo,2.2,18900,normal,sabado,express
1466,2024-03-16 11:47:41,Once,1.04,19200,normal,sabado,normal
1467,2024-03-16 11:49:14,Almagro,0.49,16500,normal,sabado,express
1468,2024-03-16 11:59:17,Almagro,1.06,11300,normal,sabado,normal
1469,2024-03-16 12:02:41,Paternal,1.26,11100,normal,sabado,normal
1470,2024-03-16 12:13:48,Chacarita,0.74,18600,normal,sabado,normal
1471,2024-03-16 12:21:14,Paternal,0.86,12900,normal,sabado,normal
1472,2024-03-16 12:28:40,Villa Crespo,0.46,19000,normal,sabado,normal
1473,2024-03-16 12:32:11,Chacarita,1.17,17800,normal,sabado,normal
1474,2024-03-16 12:32:44,Once,0.74,11300,normal,sabado,normal
1475,2024-03-16 12:34:44,Villa Crespo,0.95,7000,normal,sabado,normal
1476,2024-03-16 12:37:20,Palermo,1.92,21600,normal,sabado,normal
1477,2024-03-16 12:37:55,Paternal,0.94,7800,normal,sabado,normal
1478,2024-03-16 12:59:19,Palermo,1.8,24100,normal,sabado,express
1479,2024-03-16 13:06:18,Chacarita,0.78,10100,normal,sabado,normal
1480,2024-03-16 13:19:36,Once,1.33,19300,normal,sabado,normal
1481,2024-03-16 13:29:20,Villa Ortuzar,1.93,16100,normal,sabado,normal
1482,2024-03-16 13:31:20,Caballito,1.99,14100,normal,sabado,normal
1483,2024-03-16 13:34:21,Colegiales,1.78,10100,normal,sabado,normal
1484,2024-03-16 13:36:41,Once,1.19,21400,normal,sabado,normal
1485,2024-03-16 13:40:17,Paternal,1.13,13100,normal,sabado,normal
1486,2024-03-16 13:44:01,Villa Crespo,0.34,12600,normal,sabado,normal
1487,2024-03-16 13:46:07,Villa Ortuzar,1.48,12200,normal,sabado,normal
1488,2024-03-16 13:48:37,Parque Centenario,1.76,19200,normal,sabado,normal
1489,2024-03-16 13:53:23,Colegiales,1.88,22600,normal,sabado,normal
1490,2024-03-16 13:54:29,Colegiales,2.36,16800,normal,sabado,normal
1491,2024-03-16 14:02:31,Parque Centenario,1.91,15500,normal,sabado,normal
1492,2024-03-16 14:10:07,Once,1.09,11900,normal,sabado,express
1493,2024-03-16 14:17:30,Paternal,1.45,11800,normal,sabado,normal
1494,2024-03-16 14:18:09,Colegiales,1.97,14000,normal,sabado,express
1495,2024-03-16 14:23:33,Villa Crespo,0.4,21200,normal,sabado,normal
1496,2024-03-16 14:26:50,Villa Ortuzar,1.4,9600,normal,sabado,normal
1497,2024-03-16 14:42:29,Once,1.13,9300,normal,sabado,normal
1498,2024-03-16 14:48:11,Almagro,0.59,13600,normal,sabado,normal
1499,2024-03-16 15:13:26,Palermo,2.4,24400,normal,sabado,normal
1500,2024-03-16 15:41:45,Palermo,2.1,18400,normal,sabado,normal
1501,2024-03-16 15:49:39,Parque Centenario,1.81,16700,normal,sabado,normal
1502,2024-03-16 15:58:34,Colegiales,1.88,22300,normal,sabado,express
1503,2024-03-16 16:34:55,Caballito,2.61,13100,normal,sabado,normal
1504,2024-03-16 17:21:01,Parque Centenario,1.45,14000,normal,sabado,normal
1505,2024-03-16 17:30:04,Palermo,2.12,19400,normal,sabado,normal
1506,2024-03-16 18:29:06,Almagro,0.7,24400,normal,sabado,normal
1507,2024-03-16 18:53:11,Caballito,1.76,29300,normal,sabado,normal
1508,2024-03-16 19:06:36,Almagro,0.55,12700,normal,sabado,normal
1509,2024-03-16 19:11:06,Chacarita,1.3,7000,normal,sabado,express
1510,2024-03-16 19:16:32,Palermo,1.29,10000,normal,sabado,normal
1511,2024-03-16 19:18:26,Villa Ortuzar,1.78,12400,normal,sabado,normal
1512,2024-03-16 19:18:50,Once,1.36,7000,normal,sabado,normal
1513,2024-03-16 19:25:16,Villa Crespo,0.3,7000,normal,sabado,normal
1514,2024-03-16 19:30:35,Once,1.56,19800,normal,sabado,normal
1515,2024-03-16 19:33:32,Villa Crespo,0.66,14300,normal,sabado,express
1516,2024-03-16 19:39:18,Almagro,1.03,18100,normal,sabado,normal
1517,2024-03-16 19:48:39,Once,1.43,18900,normal,sabado,normal
1518,2024-03-16 19:49:59,Once,1.41,24400,normal,sabado,express
1519,2024-03-16 19:53:07,Palermo,2.06,17000,normal,sabado,normal
1520,2024-03-16 19:57:20,Caballito,1.84,18000,normal,sabado,normal
1521,2024-03-16 20:01:59,Colegiales,2.31,29600,normal,sabado,normal
1522,2024-03-16 20:16:41,Almagro,0.82,14000,normal,sabado,normal
1523,2024-03-16 20:20:04,Almagro,0.51,16800,normal,sabado,normal
1524,2024-03-16 20:20:07,Caballito,1.97,16500,normal,sabado,normal
1525,2024-03-16 20:22:45,Palermo,2.06,26500,normal,sabado,normal
1526,2024-03-16 20:23:44,Once,1.25,25800,normal,sabado,express
1527,2024-03-16 20:25:19,Palermo,1.96,21700,normal,sabado,normal
1528,2024-03-16 20:27:09,Parque Centenario,1.62,17800,normal,sabado,normal
1529,2024-03-16 20:27:49,Colegiales,2.17,7400,normal,sabado,normal
1530,2024-03-16 20:31:29,Paternal,1.02,15400,normal,sabado,normal
1531,2024-03-16 20:31:57,Almagro,0.44,28000,normal,sabado,express
1532,2024-03-16 20:37:14,Once,1.54,16900,normal,sabado,normal
1533,2024-03-16 20:37:43,Once,1.05,11200,normal,sabado,normal
1534,2024-03-16 20:38:45,Paternal,1.08,13200,normal,sabado,normal
1535,2024-03-16 20:48:54,Villa Crespo,0.37,20700,normal,sabado,normal
1536,2024-03-16 20:52:57,Caballito,2.37,23400,normal,sabado,normal
1537,2024-03-16 20:58:17,Villa Crespo,0.51,22800,normal,sabado,normal
1538,2024-03-16 21:00:39,Villa Crespo,0.3,15300,normal,sabado,normal
1539,2024-03-16 21:21:10,Villa Crespo,0.4,20000,normal,sabado,normal
